B4,B3,B2,B8,B11,B12,NDVI,NDBI,MNDWI,NDSLI,class,sample
0.0993,0.104,0.1337,0.1335,0.2027,0.1819,0.14690721,0.20582989,-0.32181284,-0.34238413,4,train
0.1,0.104,0.1337,0.1347,0.2027,0.1819,0.14784831,0.2015412,-0.32181284,-0.33927983,4,train
0.1101,0.1084,0.131,0.1343,0.1512,0.1185,0.09901798,0.05919441,-0.16486901,-0.15729046,4,train
0.1038,0.1063,0.1302,0.1302,0.1512,0.1185,0.11282051,0.07462686,-0.17436893,-0.18588234,4,train
0.1609,0.12,0.138,0.2003,0.2113,0.1759,0.109080836,0.026724994,-0.27558106,-0.13541108,4,train
0.1413,0.1335,0.1481,0.1705,0.1959,0.1608,0.09364979,0.06932314,-0.18943533,-0.16192171,4,train
0.1109,0.1023,0.1255,0.13,0.1743,0.1385,0.079285994,0.14558004,-0.26030368,-0.22230014,4,train
0.0981,0.0923,0.1114,0.119,0.1603,0.1294,0.09626902,0.14786966,-0.26920033,-0.24071208,4,train
0.1533,0.1192,0.13,0.1813,0.1912,0.1605,0.083682,0.026577191,-0.23195878,-0.11001451,4,train
0.1428,0.1113,0.1274,0.1798,0.2059,0.1705,0.11469312,0.06766916,-0.29823455,-0.18095782,4,train
0.1212,0.1061,0.1203,0.1882,0.2019,0.1632,0.21654814,0.03511922,-0.31103897,-0.24976787,4,train
0.1225,0.1053,0.1237,0.2073,0.216,0.1704,0.25712553,0.020552795,-0.34453782,-0.27621862,4,train
0.1379,0.1185,0.1322,0.2137,0.216,0.1704,0.2155859,0.0053525926,-0.29147983,-0.22068384,4,train
0.1483,0.1389,0.1495,0.1799,0.2096,0.1754,0.09628274,0.076251596,-0.20286946,-0.17127687,4,train
0.1133,0.1098,0.1306,0.1348,0.1832,0.1512,0.0866586,0.15220125,-0.25051194,-0.2357504,4,train
0.1167,0.1079,0.123,0.1556,0.1694,0.1383,0.14285713,0.04246157,-0.22178148,-0.18420134,4,train
0.1559,0.1322,0.1479,0.1704,0.1676,0.1409,0.04443761,-0.008283988,-0.11807872,-0.036166936,4,train
0.1514,0.1101,0.1209,0.1821,0.1802,0.1477,0.092053965,-0.0052442793,-0.24147432,-0.08685162,4,train
0.1265,0.1088,0.1227,0.1769,0.1889,0.1477,0.16611736,0.0328048,-0.2690628,-0.19784401,4,train
0.104,0.0984,0.1167,0.1812,0.1889,0.1477,0.27068722,0.020805178,-0.31500173,-0.28986,4,train
0.1057,0.1001,0.1168,0.2128,0.2247,0.1764,0.33626372,0.027200017,-0.38362068,-0.3601695,4,train
0.1361,0.1191,0.132,0.2262,0.2247,0.1764,0.24868895,-0.0033266703,-0.30715534,-0.24556544,4,train
0.1584,0.145,0.1526,0.2,0.2257,0.177,0.11607144,0.06037116,-0.21769628,-0.1752148,4,train
0.1302,0.1064,0.1251,0.1524,0.2133,0.1762,0.07855628,0.16652995,-0.334376,-0.24192141,4,train
0.1145,0.1006,0.1199,0.1355,0.1802,0.1477,0.08399999,0.1415901,-0.2834758,-0.22293857,4,train
0.1175,0.1034,0.1209,0.1373,0.1889,0.1477,0.077708006,0.15818515,-0.29250768,-0.23302871,4,train
0.1012,0.1001,0.1177,0.1484,0.1654,0.1344,0.18910255,0.05417465,-0.24595101,-0.2408102,4,train
0.1024,0.0966,0.1222,0.1905,0.2226,0.1723,0.30078527,0.07770514,-0.39473683,-0.36984617,4,train
0.1295,0.111,0.1292,0.203,0.2226,0.1723,0.22105262,0.046052642,-0.33453235,-0.2644135,4,train
0.173,0.1253,0.139,0.2118,0.2432,0.1988,0.100831605,0.06901101,-0.31994572,-0.16866894,4,train
0.1324,0.094,0.1119,0.1482,0.2328,0.1936,0.05630791,0.22204724,-0.42472464,-0.27491784,4,train
0.115,0.108,0.1255,0.1286,0.1358,0.1002,0.055829223,0.027231477,-0.114027895,-0.08293462,4,train
0.0995,0.0985,0.1203,0.1196,0.1358,0.1002,0.091738924,0.06342994,-0.15919763,-0.15427116,4,train
0.1008,0.0985,0.1221,0.1414,0.2303,0.1795,0.16763003,0.23917139,-0.40085158,-0.3911205,4,train
0.1498,0.0968,0.1158,0.1839,0.2303,0.1795,0.10218758,0.11202317,-0.40813208,-0.21178634,4,train
0.1734,0.0959,0.1149,0.2006,0.2403,0.2093,0.07272727,0.0900431,-0.42950624,-0.16171138,4,train
0.0788,0.0856,0.111,0.1062,0.1335,0.0961,0.14810811,0.11389234,-0.2186216,-0.25765425,4,train
0.0961,0.0948,0.1129,0.1229,0.2234,0.1621,0.12237442,0.29021078,-0.4041483,-0.39843503,4,train
0.1243,0.0914,0.1094,0.1641,0.2234,0.1621,0.13800278,0.15303223,-0.41931385,-0.2850158,4,train
0.1519,0.0899,0.1103,0.1855,0.2403,0.2095,0.09958507,0.12869893,-0.45548153,-0.22539523,4,train
0.0762,0.0855,0.108,0.1249,0.1328,0.0942,0.24216807,0.0306558,-0.21667428,-0.27081338,4,train
0.0947,0.0966,0.1154,0.1368,0.1944,0.1472,0.18185747,0.17391302,-0.33608246,-0.34486336,4,train
0.1124,0.0956,0.1124,0.1584,0.1944,0.1472,0.16986704,0.10204081,-0.34068963,-0.2672751,4,train
0.133,0.0923,0.1124,0.1702,0.2315,0.1903,0.1226913,0.15260144,-0.429895,-0.27023318,4,train
0.1215,0.1109,0.1254,0.1695,0.1917,0.143,0.16494843,0.061461806,-0.26701915,-0.22413792,4,train
0.121,0.1053,0.1196,0.1809,0.1917,0.143,0.19841005,0.028985519,-0.29090908,-0.22609529,4,train
0.1166,0.1167,0.1306,0.1852,0.1707,0.1342,0.22730286,-0.0407418,-0.18789144,-0.1883049,4,train
0.0895,0.098,0.1255,0.1331,0.1568,0.1262,0.19586702,0.08175232,-0.23076925,-0.273244,4,train
0.0877,0.0973,0.119,0.1452,0.1568,0.1262,0.24688706,0.038410604,-0.23415978,-0.28261757,4,train
0.0901,0.1001,0.1146,0.1528,0.1485,0.1174,0.2581309,-0.014271485,-0.19469024,-0.24476111,4,train
0.0824,0.0933,0.1175,0.1014,0.1298,0.102,0.10337324,0.12283738,-0.1636038,-0.22337419,4,train
0.0879,0.0896,0.1136,0.1067,0.1298,0.102,0.09660845,0.09767443,-0.18322703,-0.19246674,4,train
0.0908,0.0954,0.1204,0.1111,0.143,0.1156,0.100544825,0.12554114,-0.19966446,-0.22326776,4,train
0.0816,0.0906,0.1164,0.0995,0.143,0.1156,0.0988404,0.17938146,-0.22431509,-0.2733749,4,train
0.082,0.0936,0.1175,0.11,0.1511,0.1216,0.14583331,0.15741093,-0.23498161,-0.29643926,4,train
0.0852,0.0971,0.1193,0.1153,0.1523,0.1252,0.1501247,0.13826607,-0.22133121,-0.28252634,4,train
0.0999,0.102,0.1285,0.1416,0.1523,0.1252,0.1726708,0.03640695,-0.19779788,-0.20777161,4,train
0.0975,0.1027,0.1258,0.1232,0.1358,0.1064,0.11644768,0.048648667,-0.13878407,-0.16416635,4,train
0.0871,0.101,0.121,0.1189,0.1358,0.1064,0.15436894,0.06635258,-0.14695945,-0.21848364,4,train
0.09,0.1006,0.121,0.1232,0.1469,0.1173,0.1557223,0.08774528,-0.18707071,-0.24018571,4,train
0.0939,0.1012,0.1231,0.1349,0.1523,0.1223,0.1791958,0.060584944,-0.20157792,-0.2372055,4,train
0.0937,0.1022,0.1317,0.1412,0.1523,0.1223,0.20221373,0.0378194,-0.19685657,-0.2382114,4,train
0.0911,0.1048,0.1233,0.1496,0.1454,0.1152,0.24304113,-0.014237276,-0.16227019,-0.22959831,4,train
0.0835,0.0969,0.1198,0.1355,0.1528,0.1206,0.23744293,0.06000692,-0.22386862,-0.29327124,4,train
0.0874,0.1012,0.1202,0.1418,0.1649,0.1269,0.23734732,0.07531791,-0.23938371,-0.30717403,4,test
0.101,0.1119,0.1271,0.1773,0.1782,0.1336,0.27416456,0.0025316465,-0.2285419,-0.2765043,4,test
0.1052,0.1157,0.1312,0.2035,0.1782,0.1336,0.31843215,-0.06628241,-0.21265739,-0.25758648,4,test
0.112,0.1267,0.1423,0.1771,0.1518,0.1155,0.2251816,-0.076923065,-0.0901257,-0.15087187,4,test
0.0939,0.1086,0.1262,0.1699,0.1589,0.1244,0.28809702,-0.03345501,-0.18803737,-0.25712022,4,test
0.1016,0.1134,0.133,0.1574,0.1589,0.1244,0.21544401,0.004742319,-0.16709511,-0.2199616,4,test
0.09,0.1048,0.1311,0.1535,0.1664,0.1235,0.26078027,0.040325087,-0.22713864,-0.2979719,4,test
0.0959,0.1075,0.1283,0.1693,0.1664,0.1235,0.27677226,-0.008638678,-0.21504198,-0.2687762,4,test
0.1302,0.1417,0.1638,0.186,0.1518,0.1155,0.17647061,-0.10124333,-0.03441229,-0.07659577,4,test
0.1008,0.1127,0.1367,0.1646,0.1589,0.1244,0.24039187,-0.017619805,-0.17010307,-0.22371966,4,test
0.0856,0.0939,0.1143,0.1211,0.1589,0.1244,0.17174648,0.13499998,-0.25712022,-0.29979545,4,test
0.0856,0.0955,0.1173,0.1397,0.1664,0.1235,0.24012424,0.08722641,-0.270714,-0.3206349,4,test
0.0917,0.1006,0.1183,0.1611,0.1664,0.1235,0.2745253,0.016183207,-0.24644196,-0.2894227,4,test
0.0948,0.102,0.1188,0.1804,0.1678,0.1196,0.31104648,-0.036186114,-0.24388435,-0.2779893,4,test
0.1253,0.138,0.1652,0.157,0.1622,0.1239,0.11229189,0.016290722,-0.08061295,-0.12834781,4,test
0.1145,0.1272,0.1493,0.1621,0.1645,0.1289,0.17208967,0.007348426,-0.12787107,-0.17921145,4,test
0.0954,0.1079,0.1234,0.1646,0.1645,0.1289,0.26615384,-3.0386416E-4,-0.20778266,-0.2658715,4,test
0.1075,0.1177,0.1271,0.1836,0.1647,0.1205,0.26142216,-0.054263543,-0.16643059,-0.2101396,4,test
0.1076,0.1149,0.1245,0.2035,0.1647,0.1205,0.308261,-0.10537752,-0.1781116,-0.20969518,4,test
0.1049,0.1162,0.1462,0.1501,0.1622,0.1239,0.17725487,0.038744833,-0.1652299,-0.2145264,4,test
0.1089,0.1204,0.1397,0.1685,0.1645,0.1289,0.2148522,-0.0120120365,-0.15479116,-0.20336501,4,test
0.1007,0.1109,0.1303,0.1868,0.1645,0.1289,0.29947826,-0.06347852,-0.19462599,-0.24057315,4,test
0.1117,0.1271,0.1582,0.1699,0.185,0.1586,0.20667614,0.042547204,-0.18551745,-0.24705091,4,test
0.1057,0.1037,0.1268,0.1526,0.1688,0.1365,0.18157183,0.05040445,-0.23889908,-0.22987248,4,test
0.112,0.1245,0.1598,0.1715,0.1688,0.1365,0.20987652,-0.007934179,-0.15103988,-0.20227918,4,test
0.1054,0.1176,0.1579,0.1682,0.1688,0.1365,0.22953215,0.0017804013,-0.17877093,-0.23121807,4,test
0.143,0.141,0.1553,0.1701,0.1774,0.1461,0.086553805,0.021007163,-0.11432158,-0.10736575,4,test
0.1214,0.1236,0.1517,0.1723,0.1774,0.1461,0.1733061,0.014583921,-0.17873752,-0.18741632,4,test
0.1318,0.1291,0.1428,0.1507,0.1765,0.142,0.06690268,0.07885083,-0.15510471,-0.14498864,4,test
0.1456,0.1448,0.1529,0.1671,0.1774,0.1461,0.06875597,0.029898392,-0.10117935,-0.09845197,4,test
0.1351,0.1259,0.1432,0.1599,0.1774,0.1461,0.084067754,0.051882595,-0.16979885,-0.13535996,4,test
0.1097,0.1099,0.1269,0.1269,0.1613,0.1232,0.07269654,0.11936156,-0.18952805,-0.1904059,4,test
0.1257,0.1187,0.1385,0.1382,0.1586,0.1283,0.04736644,0.06873316,-0.1438875,-0.11572285,4,test
0.1224,0.1151,0.1323,0.1463,0.1586,0.1283,0.08894679,0.040341094,-0.15893316,-0.12882563,4,test
0.0918,0.099,0.1215,0.1186,0.1626,0.1219,0.12737645,0.15647224,-0.24311925,-0.2783019,4,test
0.0874,0.0925,0.115,0.1198,0.1613,0.1232,0.15637068,0.1476343,-0.2710796,-0.2971452,4,test
0.0889,0.0885,0.1137,0.1198,0.1586,0.1283,0.14805943,0.13936782,-0.2836908,-0.28161618,4,test
0.1005,0.0951,0.1133,0.1278,0.1586,0.1283,0.1195795,0.1075419,-0.25029564,-0.22423774,4,test
0.0993,0.1055,0.1259,0.1381,0.1419,0.11,0.16343725,0.013571446,-0.14713018,-0.17661694,4,test
0.0957,0.1031,0.1201,0.1551,0.1456,0.116,0.2368421,-0.03159294,-0.17088863,-0.20679653,4,test
0.0852,0.0935,0.1099,0.1574,0.1482,0.1205,0.29760924,-0.030104686,-0.2263136,-0.2699229,4,test
0.0924,0.0903,0.1106,0.1295,0.1482,0.1205,0.16719244,0.06733887,-0.2427673,-0.23192021,4,test
0.0912,0.1,0.1234,0.1142,0.1505,0.1103,0.11197664,0.13713637,-0.2015968,-0.24534546,4,test
0.1135,0.1154,0.1335,0.1572,0.1419,0.11,0.16143331,-0.05115343,-0.10299262,-0.111198135,4,test
0.1187,0.121,0.137,0.1689,0.1419,0.11,0.17454799,-0.08687257,-0.07949792,-0.08902535,4,test
0.1061,0.1082,0.124,0.1724,0.1482,0.1205,0.23806103,-0.07548344,-0.15600626,-0.16555251,4,test
0.1136,0.1034,0.1227,0.1442,0.1482,0.1205,0.11869665,0.013679918,-0.17806043,-0.13216197,4,test
0.0818,0.0896,0.1149,0.1032,0.1052,0.0793,0.1156757,0.009596912,-0.080082156,-0.1251337,4,test
0.0883,0.0959,0.1172,0.1163,0.1052,0.0793,0.13685241,-0.050112873,-0.046245653,-0.087338515,4,test
0.0957,0.0998,0.1207,0.1315,0.1052,0.0793,0.15757042,-0.111111134,-0.026341474,-0.047287192,4,test
0.0927,0.1013,0.1226,0.1436,0.1185,0.0955,0.21540417,-0.09576497,-0.078252956,-0.122159116,4,test
0.1142,0.1113,0.1299,0.1399,0.1185,0.0955,0.10114127,-0.08281732,-0.031331602,-0.01847872,4,test
0.0882,0.0985,0.1219,0.0957,0.1414,0.1004,0.040783033,0.19274564,-0.1788245,-0.23170729,4,test
0.0603,0.0776,0.1033,0.0702,0.1052,0.0793,0.075862095,0.19954388,-0.15098467,-0.2712991,4,test
0.0592,0.0746,0.1019,0.0721,0.1052,0.0793,0.09824827,0.18668924,-0.17018908,-0.27980536,4,test
0.0626,0.076,0.1023,0.0737,0.1052,0.0793,0.08143801,0.176076,-0.16114792,-0.25387365,4,test
0.075,0.084,0.1094,0.0955,0.1185,0.0955,0.12023459,0.107476644,-0.17037039,-0.22480619,4,test
0.0982,0.1045,0.1256,0.1124,0.1185,0.0955,0.067426406,0.026418358,-0.06278026,-0.0936779,4,test
0.0738,0.084,0.111,0.0792,0.0969,0.0729,0.03529413,0.10051108,-0.071310125,-0.13532515,4,test
0.0678,0.0824,0.1082,0.0694,0.0876,0.0674,0.0116617875,0.11592358,-0.030588226,-0.12741312,4,test
0.0604,0.0794,0.1071,0.0693,0.0876,0.0674,0.0686199,0.11663478,-0.049101777,-0.18378377,4,test
0.0595,0.0779,0.1006,0.071,0.0876,0.0674,0.088122614,0.10466581,-0.058610275,-0.19102651,4,test
0.0669,0.0794,0.1078,0.0863,0.0935,0.0706,0.12663186,0.04004451,-0.081550024,-0.16583543,4,test
0.0757,0.0904,0.1114,0.086,0.0935,0.0706,0.063698225,0.04178273,-0.016856989,-0.10520096,4,test
0.0722,0.0827,0.1079,0.0817,0.0876,0.0674,0.061728377,0.034849398,-0.02877276,-0.09637046,4,test
0.0716,0.0868,0.1087,0.0824,0.0876,0.0674,0.07012989,0.030588226,-0.0045871483,-0.10050253,4,test
0.0791,0.0911,0.1102,0.0949,0.0935,0.0706,0.0908046,-0.0074309655,-0.013001101,-0.083429925,4,test
0.0741,0.0834,0.1095,0.0856,0.0935,0.0706,0.072010025,0.044109434,-0.0570944,-0.11575179,4,test
0.107,0.104,0.1226,0.1361,0.131,0.1016,0.1197038,-0.01909396,-0.11489359,-0.10084032,4,test
0.0978,0.1019,0.1201,0.1302,0.131,0.1016,0.14210525,0.0030627819,-0.12494633,-0.14510487,4,test
0.1009,0.1039,0.1209,0.159,0.131,0.1016,0.22354749,-0.09655172,-0.11536823,-0.12979731,4,test
0.3765,0.3642,0.3791,0.4464,0.3865,0.2854,0.084943466,-0.07191738,-0.029705616,-0.013106147,5,train
0.3658,0.3584,0.3765,0.4416,0.3865,0.2854,0.0938816,-0.06653785,-0.037723202,-0.02751563,5,train
0.3738,0.3643,0.3884,0.4508,0.3865,0.2854,0.093378596,-0.07679446,-0.029568445,-0.01670392,5,train
0.3541,0.3426,0.3673,0.4326,0.357,0.2835,0.09978391,-0.09574468,-0.0205832,-0.004078195,5,train
0.3607,0.3497,0.3796,0.4413,0.357,0.2835,0.10049874,-0.10559941,-0.010329686,0.005155382,5,train
0.3607,0.3497,0.3796,0.4413,0.357,0.2835,0.10049874,-0.10559941,-0.010329686,0.005155382,5,train
0.3334,0.3272,0.3506,0.4121,0.357,0.2835,0.1055667,-0.071642175,-0.043554515,-0.034183055,5,train
0.3452,0.3363,0.3646,0.4214,0.357,0.2835,0.099399954,-0.08273383,-0.029857216,-0.016804317,5,train
0.3452,0.3363,0.3646,0.4214,0.357,0.2835,0.099399954,-0.08273383,-0.029857216,-0.016804317,5,train
0.3589,0.3488,0.3768,0.4359,0.3829,0.3074,0.096879706,-0.06472888,-0.046603795,-0.032353718,5,train
0.3665,0.3596,0.3879,0.4535,0.3829,0.3074,0.10609758,-0.08440938,-0.03138046,-0.021884186,5,train
0.309,0.3023,0.3254,0.3847,0.3002,0.2224,0.109125,-0.1233757,0.0034855115,0.0144451745,5,train
0.3175,0.3137,0.3398,0.394,0.326,0.2544,0.10751933,-0.09444443,-0.019227786,-0.013209028,5,train
0.3305,0.3258,0.3516,0.4071,0.326,0.2544,0.103850305,-0.110626094,-3.0684777E-4,0.006854534,5,train
0.3305,0.3258,0.3516,0.4071,0.326,0.2544,0.103850305,-0.110626094,-3.0684777E-4,0.006854534,5,train
0.353,0.3435,0.3699,0.4356,0.3785,0.3018,0.10474262,-0.0701388,-0.04847649,-0.034859918,5,train
0.3748,0.3742,0.4003,0.4712,0.3785,0.3018,0.11394798,-0.1090973,-0.005712805,-0.0049117454,5,train
0.382,0.3769,0.4014,0.4775,0.3683,0.2692,0.111111104,-0.12910853,0.011540522,0.018259374,5,train
0.2881,0.2859,0.3106,0.3707,0.3002,0.2224,0.12537947,-0.10508275,-0.024398549,-0.020567706,5,train
0.2997,0.3009,0.3239,0.3821,0.326,0.2544,0.12085655,-0.07922607,-0.040038273,-0.042032946,5,train
0.3127,0.3161,0.3426,0.4003,0.326,0.2544,0.12286114,-0.10229931,-0.015418164,-0.02082355,5,train
0.3435,0.3359,0.3664,0.4332,0.3785,0.3018,0.115488626,-0.06738941,-0.059630465,-0.04847649,5,train
0.3435,0.3359,0.3664,0.4332,0.3785,0.3018,0.115488626,-0.06738941,-0.059630465,-0.04847649,5,train
0.3807,0.3729,0.4001,0.4685,0.3785,0.3018,0.103391424,-0.10625735,-0.0074527618,0.0028977576,5,train
0.3807,0.3796,0.4026,0.4787,0.3683,0.2692,0.114033066,-0.13034241,0.015108969,0.01655541,5,train
0.387,0.3858,0.4063,0.4834,0.3683,0.2692,0.11075367,-0.13514148,0.02320649,0.02475838,5,train
0.2716,0.2729,0.3037,0.361,0.2759,0.2093,0.14132152,-0.13361594,-0.0054665105,-0.007853878,5,train
0.2872,0.2918,0.3174,0.3749,0.3037,0.2374,0.13245735,-0.104921915,-0.01998322,-0.0279235,5,train
0.3049,0.3075,0.3356,0.3969,0.3037,0.2374,0.13109149,-0.13302884,0.006217285,0.0019717228,5,train
0.3359,0.328,0.363,0.4224,0.3574,0.2748,0.11407093,-0.083354704,-0.042894647,-0.031011093,5,train
0.3359,0.328,0.363,0.4224,0.3574,0.2748,0.11407093,-0.083354704,-0.042894647,-0.031011093,5,train
0.3687,0.3568,0.3803,0.4491,0.3574,0.2748,0.098312534,-0.113701165,-8.4011507E-4,0.015562591,5,train
0.3826,0.3732,0.3936,0.4722,0.3798,0.2515,0.104819834,-0.10845072,-0.00876493,0.0036726359,5,train
0.391,0.3834,0.3959,0.4826,0.3798,0.2515,0.10485348,-0.11920224,0.004716983,0.014530372,5,train
0.3936,0.382,0.3918,0.4821,0.325,0.2363,0.10106204,-0.19464754,0.08062237,0.0954634,5,train
0.3894,0.381,0.3909,0.471,0.325,0.2363,0.09483959,-0.18341708,0.07932015,0.0901456,5,train
0.2629,0.2691,0.2973,0.352,0.2759,0.2093,0.14490162,-0.121197626,-0.012477056,-0.024127712,5,train
0.2868,0.2925,0.3185,0.3727,0.3037,0.2374,0.1302502,-0.10201065,-0.018785661,-0.028619818,5,train
0.3059,0.3087,0.3342,0.3929,0.3037,0.2374,0.12449912,-0.12805052,0.00816459,0.003608936,5,train
0.3264,0.3208,0.348,0.4131,0.3574,0.2748,0.11724137,-0.072290726,-0.053966373,-0.045334876,5,train
0.3264,0.3208,0.348,0.4131,0.3574,0.2748,0.11724137,-0.072290726,-0.053966373,-0.045334876,5,train
0.3484,0.3396,0.3613,0.429,0.3574,0.2748,0.10367892,-0.0910478,-0.025538025,-0.012751493,5,train
0.3617,0.3516,0.3703,0.4409,0.3798,0.2515,0.09867929,-0.07444865,-0.038556196,-0.024409972,5,train
0.3809,0.3652,0.3804,0.4592,0.3798,0.2515,0.09320319,-0.09463648,-0.019597286,0.0014460415,5,train
0.3848,0.3696,0.3786,0.4726,0.325,0.2363,0.10240264,-0.1850552,0.06420963,0.08424909,5,train
0.3776,0.3663,0.3764,0.4513,0.325,0.2363,0.08891299,-0.16269484,0.059742514,0.07486483,5,train
0.2407,0.3566,0.3869,0.4218,0.3132,0.237,0.27335846,-0.14775509,0.06479545,-0.13089004,5,train
0.3029,0.2812,0.2845,0.4479,0.4276,0.34,0.19312735,-0.02318675,-0.20654629,-0.17070502,5,train
0.3167,0.3026,0.3148,0.4624,0.4247,0.3205,0.18701063,-0.042498026,-0.1678812,-0.14567032,5,train
0.3155,0.2992,0.3103,0.4587,0.4247,0.3205,0.18496513,-0.038487673,-0.17336649,-0.1475277,5,train
0.3027,0.2902,0.3039,0.4477,0.4094,0.3115,0.19323026,-0.044685576,-0.17038307,-0.14983846,5,train
0.3137,0.2913,0.3099,0.4587,0.4247,0.3205,0.18772659,-0.038487673,-0.18631284,-0.15032503,5,train
0.3087,0.2951,0.3122,0.4675,0.4247,0.3205,0.20458646,-0.04797132,-0.18005,-0.15816744,5,train
0.3,0.2846,0.304,0.4509,0.4094,0.3115,0.20095882,-0.04823899,-0.1798271,-0.1542148,5,train
0.3123,0.2863,0.2914,0.455,0.3623,0.2709,0.18597682,-0.113422245,-0.11717546,-0.07411801,5,train
0.3123,0.2863,0.2914,0.455,0.3623,0.2709,0.18597682,-0.113422245,-0.11717546,-0.07411801,5,train
0.3152,0.2998,0.3007,0.4672,0.3623,0.2709,0.19427404,-0.12646173,-0.09439661,-0.0695203,5,train
0.2953,0.2837,0.2969,0.4626,0.3679,0.2799,0.22074151,-0.114027664,-0.12922041,-0.10946925,5,train
0.2594,0.2602,0.2758,0.4297,0.3679,0.2799,0.24713391,-0.07748242,-0.17146954,-0.1729635,5,train
0.3112,0.2729,0.2837,0.4468,0.3623,0.2709,0.17889182,-0.10443701,-0.1407431,-0.07587233,5,train
0.3112,0.2729,0.2837,0.4468,0.3623,0.2709,0.17889182,-0.10443701,-0.1407431,-0.07587233,5,train
0.3044,0.2995,0.3015,0.46,0.3623,0.2709,0.20355836,-0.11881308,-0.09489275,-0.08684567,5,train
0.2771,0.2722,0.3004,0.4575,0.3679,0.2799,0.24557585,-0.108553424,-0.14950792,-0.14077522,5,train
0.2291,0.2304,0.2443,0.4359,0.3679,0.2799,0.31097743,-0.08459815,-0.22981784,-0.23249583,5,train
0.2522,0.2448,0.2514,0.4233,0.3262,0.2473,0.25329384,-0.12955302,-0.14255692,-0.12793913,5,train
0.2842,0.2699,0.2826,0.418,0.332,0.2609,0.190544,-0.1146667,-0.10317328,-0.077572174,5,train
0.2842,0.2699,0.2826,0.418,0.332,0.2609,0.190544,-0.1146667,-0.10317328,-0.077572174,5,train
0.2873,0.2897,0.2983,0.4186,0.332,0.2609,0.18600368,-0.11537438,-0.06803922,-0.07217826,5,train
0.2745,0.2699,0.284,0.4279,0.3441,0.2723,0.21839404,-0.10854921,-0.12084691,-0.1125121,5,train
0.2153,0.2201,0.2377,0.4067,0.3441,0.2723,0.30771703,-0.08337771,-0.21978022,-0.23024671,5,train
0.1735,0.1825,0.2036,0.373,0.3449,0.2603,0.36505032,-0.03914192,-0.30792567,-0.33063272,5,train
0.2464,0.245,0.2559,0.4182,0.3262,0.2473,0.25850135,-0.12358944,-0.14215687,-0.13936432,5,train
0.2928,0.2711,0.2913,0.3932,0.332,0.2609,0.14635569,-0.08439054,-0.10097823,-0.06274004,5,train
0.2928,0.2711,0.2913,0.3932,0.332,0.2609,0.14635569,-0.08439054,-0.10097823,-0.06274004,5,train
0.2797,0.2696,0.2939,0.3833,0.332,0.2609,0.15625942,-0.071718186,-0.10372338,-0.08549939,5,train
0.2921,0.2799,0.2902,0.4067,0.3441,0.2723,0.16399539,-0.08337771,-0.10288459,-0.08173528,5,train
0.2426,0.2342,0.2345,0.4021,0.3441,0.2723,0.2474019,-0.07772715,-0.19003977,-0.17300154,5,train
0.2128,0.2065,0.2044,0.3896,0.3449,0.2603,0.2934927,-0.06085772,-0.25099748,-0.23686573,5,train
0.2065,0.1925,0.1876,0.3746,0.3449,0.2603,0.28927895,-0.041278638,-0.28358766,-0.25099748,5,train
0.2994,0.2815,0.2956,0.4085,0.3094,0.2398,0.1541178,-0.13804151,-0.047216076,-0.01642574,5,train
0.2804,0.2787,0.2952,0.4063,0.3094,0.2398,0.18334061,-0.13539195,-0.052202005,-0.049169183,5,train
0.2862,0.2844,0.298,0.3875,0.3327,0.263,0.15036367,-0.07608994,-0.07826937,-0.075133346,5,train
0.2924,0.2808,0.2842,0.3774,0.3327,0.263,0.12690356,-0.062948875,-0.084596574,-0.0644697,5,train
0.2924,0.2808,0.2842,0.3774,0.3327,0.263,0.12690356,-0.062948875,-0.084596574,-0.0644697,5,train
0.3145,0.2798,0.2962,0.4049,0.326,0.2459,0.12566029,-0.107949115,-0.0762628,-0.017954724,5,train
0.299,0.2833,0.2533,0.4228,0.326,0.2459,0.17151567,-0.1292735,-0.07008041,-0.043200016,5,train
0.2852,0.2695,0.2698,0.4274,0.294,0.2135,0.19955093,-0.18491821,-0.043478284,-0.01519337,5,train
0.2711,0.2551,0.2567,0.4101,0.294,0.2135,0.20405166,-0.16489136,-0.070843175,-0.040523775,5,train
0.2771,0.2793,0.3086,0.3879,0.3094,0.2398,0.16661654,-0.11257709,-0.051129587,-0.055072457,5,train
0.2635,0.2624,0.2982,0.3749,0.3094,0.2398,0.17449875,-0.09571828,-0.082196556,-0.08011867,5,train
0.2821,0.2683,0.2944,0.3805,0.3327,0.263,0.14850588,-0.06702184,-0.10715477,-0.082303226,5,train
0.3108,0.2966,0.3003,0.4002,0.3327,0.263,0.12573843,-0.09209987,-0.057365324,-0.034032676,5,train
0.1443,0.1488,0.1693,0.2883,0.2398,0.1543,0.33287102,-0.091838665,-0.23417397,-0.24863319,5,train
0.1443,0.1488,0.1693,0.2883,0.2398,0.1543,0.33287102,-0.091838665,-0.23417397,-0.24863319,5,train
0.1261,0.133,0.1743,0.2715,0.2116,0.1274,0.36569414,-0.12399086,-0.22809055,-0.2531833,5,train
0.1452,0.1539,0.1687,0.2934,0.2024,0.1147,0.33789328,-0.18354173,-0.13612126,-0.16455697,5,train
0.1452,0.1539,0.1687,0.2934,0.2024,0.1147,0.33789328,-0.18354173,-0.13612126,-0.16455697,5,train
0.2307,0.2224,0.2315,0.3626,0.2168,0.1241,0.22231586,-0.2516396,0.012750434,0.031061444,5,train
